Dataset,Synthesizer,Repetition,Authenticity,Coherence,Column Pair Trends,Column Shapes,Coverage,Data Structure,Data Validity,Density,ImpPrecision,ImpRecall,Privacy,output_c1,output_c2,output_clsCoef,output_complex,output_density,output_f1,output_f1v,output_f2,output_f3,output_f4,output_hubs,output_l1,output_l2,output_l3,output_lsc,output_n1,output_n2,output_n3,output_n4,output_t1,output_t2,output_t3,output_t4,Output_IR,Train_IR,Test_IR,IR_Diff,class_sep,flip_y,input_c1,input_c2,input_clsCoef,input_complex,input_density,input_f1,input_f1v,input_f2,input_f3,input_f4,input_hubs,input_l1,input_l2,input_l3,input_lsc,input_n1,input_n2,input_n3,input_n4,input_t1,input_t2,input_t3,input_t4,n_classes,n_clusters_per_class,n_features,n_informative,n_redundant,n_repeated,n_samples,random_state,input_complex_cat,complex_diff
D1003,CART,R1,0.6776119402985075,0.981,0.8820063507272634,0.9407055630936229,0.7582089552238805,1.0,0.9918588873812756,0.408955223880597,0.7298507462686568,0.9835820895522388,0.892,0.006,0.016,0.54,0.336,0.966,0.192,0.089,0.111,0.873,0.685,0.888,0.216,0.069,0.073,0.974,0.047,0.376,0.096,0.064,0.499,0.015,0.009,0.6,0.8356164383561644,0.9252873563218392,0.864406779661017,-0.0608805766608221,4.0,0.1,0.001,0.003,0.505,0.333,0.935,0.149,0.078,0.089,0.916,0.799,0.835,0.291,0.061,0.064,0.98,0.051,0.38,0.099,0.075,0.496,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.0030000000000000027
D1003,CART,R2,0.3253731343283582,0.98,0.8946246845257411,0.9455902306648576,0.9671641791044776,1.0,0.9913161465400272,0.881492537313433,0.971641791044776,0.9731343283582088,0.654,0.002,0.006,0.542,0.331,0.959,0.168,0.076,0.087,0.913,0.713,0.877,0.187,0.058,0.051,0.975,0.046,0.372,0.079,0.058,0.496,0.015,0.009,0.6,0.8926553672316384,0.9252873563218392,0.864406779661017,-0.0608805766608221,4.0,0.1,0.001,0.003,0.505,0.333,0.935,0.149,0.078,0.089,0.916,0.799,0.835,0.291,0.061,0.064,0.98,0.051,0.38,0.099,0.075,0.496,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,-0.0020000000000000018
D1003,CART,R3,0.3134328358208955,0.98,0.8852281073417666,0.9474898236092264,0.9656716417910448,1.0,0.9934871099050204,0.8838805970149255,0.982089552238806,0.9626865671641792,0.634,0.004,0.012,0.537,0.324,0.96,0.16,0.073,0.068,0.863,0.699,0.872,0.222,0.057,0.045,0.968,0.037,0.365,0.078,0.049,0.427,0.015,0.009,0.6,0.8559556786703602,0.9252873563218392,0.864406779661017,-0.0608805766608221,4.0,0.1,0.001,0.003,0.505,0.333,0.935,0.149,0.078,0.089,0.916,0.799,0.835,0.291,0.061,0.064,0.98,0.051,0.38,0.099,0.075,0.496,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,-0.009000000000000008
D1003,TVAE,R1,0.508955223880597,0.96,0.8127814828338848,0.9061058344640432,0.7925373134328358,1.0,1.0,0.8510447761194031,0.9029850746268656,0.7850746268656716,0.787,0.0,0.0,0.515,0.306,0.936,0.099,0.045,0.127,0.933,0.772,0.84,0.107,0.039,0.039,0.952,0.034,0.355,0.066,0.03,0.331,0.015,0.007,0.5,0.9705882352941176,0.9252873563218392,0.864406779661017,-0.0608805766608221,4.0,0.1,0.001,0.003,0.505,0.333,0.935,0.149,0.078,0.089,0.916,0.799,0.835,0.291,0.061,0.064,0.98,0.051,0.38,0.099,0.075,0.496,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,-0.027000000000000024
D1003,TVAE,R2,0.6029850746268657,0.963,0.8400871295208209,0.8924016282225238,0.8432835820895522,1.0,1.0,0.6095522388059702,0.7776119402985074,0.9417910447761194,0.843,0.007,0.019,0.524,0.321,0.936,0.139,0.062,0.087,0.885,0.74,0.835,0.18,0.058,0.04,0.963,0.053,0.373,0.112,0.055,0.469,0.015,0.007,0.5,0.8206521739130435,0.9252873563218392,0.864406779661017,-0.0608805766608221,4.0,0.1,0.001,0.003,0.505,0.333,0.935,0.149,0.078,0.089,0.916,0.799,0.835,0.291,0.061,0.064,0.98,0.051,0.38,0.099,0.075,0.496,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,-0.01200000000000001
D1003,TVAE,R3,0.6507462686567164,0.96,0.8506432592744122,0.905563093622795,0.844776119402985,1.0,1.0,0.5683582089552239,0.7701492537313432,0.9522388059701492,0.878,0.003,0.008,0.551,0.297,0.951,0.073,0.032,0.098,0.928,0.791,0.856,0.093,0.028,0.025,0.91,0.021,0.33,0.04,0.027,0.242,0.015,0.007,0.5,0.8820224719101124,0.9252873563218392,0.864406779661017,-0.0608805766608221,4.0,0.1,0.001,0.003,0.505,0.333,0.935,0.149,0.078,0.089,0.916,0.799,0.835,0.291,0.061,0.064,0.98,0.051,0.38,0.099,0.075,0.496,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,-0.03600000000000003
D1004,CART,R1,0.5776119402985075,0.979,0.9003613027074469,0.9523744911804612,0.8298507462686567,1.0,0.9917232021709632,0.5367164179104478,0.8238805970149253,0.9880597014925372,0.852,0.0,0.0,0.503,0.414,0.954,0.339,0.176,0.505,0.988,0.945,0.869,0.345,0.131,0.146,0.989,0.1,0.412,0.179,0.136,0.758,0.015,0.009,0.6,0.9881305637982196,0.9940476190476192,0.9526627218934912,-0.0413848971541279,4.0,0.2,0.0,0.0,0.478,0.374,0.934,0.259,0.147,0.151,0.955,0.878,0.83,0.424,0.112,0.106,0.988,0.097,0.408,0.185,0.091,0.67,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.03999999999999998
D1004,CART,R2,0.3134328358208955,0.978,0.8938336965161916,0.9538670284938942,0.971641791044776,1.0,0.9926729986431478,0.9280597014925376,0.9731343283582088,0.9626865671641792,0.607,0.0,0.0,0.539,0.402,0.959,0.337,0.172,0.458,0.958,0.888,0.859,0.295,0.128,0.14,0.987,0.094,0.407,0.184,0.11,0.696,0.015,0.009,0.6,0.976401179941003,0.9940476190476192,0.9526627218934912,-0.0413848971541279,4.0,0.2,0.0,0.0,0.478,0.374,0.934,0.259,0.147,0.151,0.955,0.878,0.83,0.424,0.112,0.106,0.988,0.097,0.408,0.185,0.091,0.67,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.028000000000000025
D1004,CART,R3,0.3223880597014925,0.98,0.9012494583718658,0.9510176390773404,0.971641791044776,1.0,0.9924016282225238,0.884179104477612,0.964179104477612,0.9656716417910448,0.637,0.0,0.0,0.515,0.397,0.96,0.349,0.183,0.391,0.973,0.903,0.862,0.24,0.136,0.13,0.986,0.089,0.401,0.166,0.137,0.7,0.015,0.009,0.6,0.9881305637982196,0.9940476190476192,0.9526627218934912,-0.0413848971541279,4.0,0.2,0.0,0.0,0.478,0.374,0.934,0.259,0.147,0.151,0.955,0.878,0.83,0.424,0.112,0.106,0.988,0.097,0.408,0.185,0.091,0.67,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.02300000000000002
D1004,TVAE,R1,0.508955223880597,0.966,0.8187502401984125,0.903663500678426,0.8671641791044776,1.0,1.0,0.8659701492537314,0.8985074626865671,0.8283582089552238,0.747,0.001,0.003,0.544,0.299,0.942,0.098,0.047,0.104,0.876,0.66,0.836,0.104,0.043,0.028,0.914,0.035,0.358,0.069,0.04,0.363,0.015,0.007,0.5,0.9197707736389684,0.9940476190476192,0.9526627218934912,-0.0413848971541279,4.0,0.2,0.0,0.0,0.478,0.374,0.934,0.259,0.147,0.151,0.955,0.878,0.83,0.424,0.112,0.106,0.988,0.097,0.408,0.185,0.091,0.67,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,-0.07500000000000001
D1004,TVAE,R2,0.5686567164179105,0.964,0.8404807931017629,0.908819538670285,0.8641791044776119,1.0,1.0,0.6734328358208956,0.8402985074626865,0.9522388059701492,0.8370000000000001,0.0,0.0,0.518,0.312,0.939,0.117,0.058,0.185,0.803,0.651,0.838,0.153,0.054,0.037,0.963,0.051,0.383,0.097,0.057,0.448,0.015,0.007,0.5,0.9940476190476192,0.9940476190476192,0.9526627218934912,-0.0413848971541279,4.0,0.2,0.0,0.0,0.478,0.374,0.934,0.259,0.147,0.151,0.955,0.878,0.83,0.424,0.112,0.106,0.988,0.097,0.408,0.185,0.091,0.67,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,-0.062
D1004,TVAE,R3,0.5835820895522388,0.961,0.8110310233203786,0.8968792401628222,0.8208955223880597,1.0,1.0,0.6319402985074627,0.7880597014925373,0.9567164179104478,0.838,0.006,0.016,0.555,0.339,0.954,0.148,0.074,0.188,0.921,0.785,0.863,0.217,0.064,0.049,0.97,0.056,0.387,0.116,0.058,0.506,0.015,0.007,0.5,0.8356164383561644,0.9940476190476192,0.9526627218934912,-0.0413848971541279,4.0,0.2,0.0,0.0,0.478,0.374,0.934,0.259,0.147,0.151,0.955,0.878,0.83,0.424,0.112,0.106,0.988,0.097,0.408,0.185,0.091,0.67,0.015,0.007,0.5,2.0,1.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,-0.034999999999999976
D1005,CART,R1,0.6194029850746269,0.986,0.9105496277962162,0.9556309362279513,0.8029850746268656,1.0,0.9989145183175032,0.5220895522388059,0.8074626865671641,0.9626865671641792,0.893,0.002,0.005,0.487,0.279,0.962,0.313,0.099,0.083,0.764,0.378,0.893,0.065,0.066,0.031,0.895,0.016,0.254,0.028,0.051,0.219,0.015,0.007,0.5,0.9034090909090908,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.484,0.227,0.958,0.275,0.076,0.017,0.701,0.0,0.901,0.028,0.034,0.019,0.789,0.002,0.171,0.004,0.055,0.051,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.05200000000000002
D1005,CART,R2,0.3447761194029851,0.984,0.9051737986727764,0.9542740841248304,0.971641791044776,1.0,0.9986431478968792,0.8853731343283583,0.971641791044776,0.9731343283582088,0.695,0.002,0.005,0.545,0.279,0.973,0.329,0.098,0.121,0.781,0.334,0.91,0.046,0.061,0.04,0.886,0.01,0.255,0.018,0.039,0.16,0.015,0.007,0.5,0.9088319088319088,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.484,0.227,0.958,0.275,0.076,0.017,0.701,0.0,0.901,0.028,0.034,0.019,0.789,0.002,0.171,0.004,0.055,0.051,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.05200000000000002
D1005,CART,R3,0.3477611940298507,0.984,0.9191142629841136,0.9512890094979648,0.9611940298507464,1.0,0.9974219810040704,0.8695522388059702,0.9522388059701492,0.971641791044776,0.6970000000000001,0.004,0.01,0.528,0.273,0.973,0.323,0.094,0.092,0.751,0.161,0.904,0.053,0.066,0.04,0.902,0.022,0.276,0.036,0.064,0.185,0.015,0.007,0.5,0.8662952646239555,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.484,0.227,0.958,0.275,0.076,0.017,0.701,0.0,0.901,0.028,0.034,0.019,0.789,0.002,0.171,0.004,0.055,0.051,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.04600000000000001
D1005,TVAE,R1,0.4850746268656716,0.965,0.8504142859108305,0.8896879240162822,0.7955223880597015,1.0,1.0,0.7889552238805972,0.8313432835820895,0.8925373134328358,0.845,0.0,0.0,0.503,0.379,0.962,0.47,0.192,0.311,0.927,0.834,0.91,0.161,0.14,0.085,0.954,0.092,0.334,0.173,0.107,0.56,0.015,0.009,0.6,0.9881305637982196,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.484,0.227,0.958,0.275,0.076,0.017,0.701,0.0,0.901,0.028,0.034,0.019,0.789,0.002,0.171,0.004,0.055,0.051,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.152
D1005,TVAE,R2,0.6298507462686567,0.97,0.8159772668580676,0.8899592944369065,0.844776119402985,1.0,1.0,0.6223880597014926,0.7776119402985074,0.9567164179104478,0.866,0.004,0.011,0.507,0.381,0.965,0.51,0.176,0.295,0.925,0.834,0.915,0.14,0.139,0.11,0.967,0.096,0.325,0.182,0.104,0.557,0.015,0.009,0.6,0.8611111111111112,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.484,0.227,0.958,0.275,0.076,0.017,0.701,0.0,0.901,0.028,0.034,0.019,0.789,0.002,0.171,0.004,0.055,0.051,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.154
D1005,TVAE,R3,0.6223880597014926,0.968,0.8318395815884658,0.8905020352781547,0.844776119402985,1.0,1.0,0.6211940298507463,0.7656716417910447,0.9149253731343284,0.8909999999999999,0.0,0.0,0.46,0.384,0.956,0.444,0.184,0.303,0.975,0.876,0.892,0.176,0.146,0.099,0.972,0.093,0.348,0.176,0.142,0.579,0.015,0.009,0.6,0.9881305637982196,0.9822485207100592,0.9642857142857144,-0.0179628064243448,4.0,0.0,0.0,0.0,0.484,0.227,0.958,0.275,0.076,0.017,0.701,0.0,0.901,0.028,0.034,0.019,0.789,0.002,0.171,0.004,0.055,0.051,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.157
D1006,CART,R1,0.6432835820895523,0.982,0.9256881224390776,0.9493894165535957,0.7850746268656716,1.0,0.9967435549525102,0.4883582089552239,0.8194029850746268,0.9731343283582088,0.92,0.001,0.001,0.499,0.325,0.966,0.334,0.122,0.295,0.94,0.84,0.916,0.105,0.088,0.042,0.909,0.018,0.27,0.033,0.051,0.199,0.015,0.007,0.5,0.9476744186046512,0.9940476190476192,1.0,0.0059523809523809,4.0,0.01,0.0,0.0,0.456,0.27,0.952,0.306,0.083,0.197,0.725,0.61,0.901,0.042,0.048,0.025,0.84,0.004,0.204,0.006,0.066,0.06,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.05499999999999999
D1006,CART,R2,0.3641791044776119,0.981,0.92287101769658,0.9507462686567164,0.9447761194029852,1.0,0.9968792401628224,0.8391044776119404,0.9776119402985076,0.964179104477612,0.7340000000000001,0.001,0.002,0.444,0.326,0.951,0.334,0.113,0.34,0.952,0.86,0.898,0.087,0.079,0.042,0.921,0.018,0.307,0.034,0.061,0.203,0.015,0.007,0.5,0.9420289855072465,0.9940476190476192,1.0,0.0059523809523809,4.0,0.01,0.0,0.0,0.456,0.27,0.952,0.306,0.083,0.197,0.725,0.61,0.901,0.042,0.048,0.025,0.84,0.004,0.204,0.006,0.066,0.06,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.055999999999999994
D1006,CART,R3,0.4044776119402985,0.986,0.9210219472311648,0.9531886024423336,0.9597014925373134,1.0,0.996607869742198,0.8617910447761193,0.9671641791044776,0.971641791044776,0.7090000000000001,0.001,0.001,0.556,0.332,0.976,0.341,0.104,0.401,0.906,0.831,0.924,0.074,0.063,0.048,0.913,0.021,0.307,0.039,0.043,0.222,0.015,0.007,0.5,0.9476744186046512,0.9940476190476192,1.0,0.0059523809523809,4.0,0.01,0.0,0.0,0.456,0.27,0.952,0.306,0.083,0.197,0.725,0.61,0.901,0.042,0.048,0.025,0.84,0.004,0.204,0.006,0.066,0.06,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.062
D1006,TVAE,R1,0.5701492537313433,0.967,0.8359393261905346,0.8919945725915874,0.8432835820895522,1.0,1.0,0.7677611940298509,0.8477611940298507,0.8850746268656716,0.856,0.007,0.019,0.481,0.374,0.958,0.527,0.168,0.196,0.919,0.769,0.894,0.125,0.136,0.104,0.965,0.091,0.373,0.184,0.118,0.573,0.015,0.009,0.6,0.8206521739130435,0.9940476190476192,1.0,0.0059523809523809,4.0,0.01,0.0,0.0,0.456,0.27,0.952,0.306,0.083,0.197,0.725,0.61,0.901,0.042,0.048,0.025,0.84,0.004,0.204,0.006,0.066,0.06,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.10399999999999998
D1006,TVAE,R2,0.7164179104477612,0.965,0.8646588232308648,0.8862957937584803,0.8223880597014925,1.0,1.0,0.5749253731343285,0.744776119402985,0.9298507462686568,0.918,0.007,0.019,0.497,0.373,0.961,0.528,0.165,0.223,0.9,0.761,0.913,0.133,0.139,0.085,0.971,0.089,0.345,0.166,0.13,0.557,0.015,0.009,0.6,0.8206521739130435,0.9940476190476192,1.0,0.0059523809523809,4.0,0.01,0.0,0.0,0.456,0.27,0.952,0.306,0.083,0.197,0.725,0.61,0.901,0.042,0.048,0.025,0.84,0.004,0.204,0.006,0.066,0.06,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.10299999999999998
D1006,TVAE,R3,0.6447761194029851,0.964,0.8389579778672775,0.8795115332428765,0.8223880597014925,1.0,1.0,0.5859701492537314,0.7507462686567165,0.928358208955224,0.907,0.017,0.045,0.548,0.399,0.971,0.508,0.182,0.361,0.975,0.906,0.92,0.149,0.137,0.094,0.975,0.104,0.373,0.206,0.11,0.57,0.015,0.009,0.6,0.7357512953367875,0.9940476190476192,1.0,0.0059523809523809,4.0,0.01,0.0,0.0,0.456,0.27,0.952,0.306,0.083,0.197,0.725,0.61,0.901,0.042,0.048,0.025,0.84,0.004,0.204,0.006,0.066,0.06,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,low,0.129
D1007,CART,R1,0.4507462686567164,0.98,0.9221676305398608,0.9519674355495252,0.9059701492537312,1.0,0.9970149253731344,0.6898507462686568,0.9402985074626866,0.9701492537313432,0.83,0.001,0.002,0.483,0.377,0.966,0.434,0.191,0.306,0.948,0.858,0.916,0.2,0.142,0.101,0.975,0.072,0.381,0.139,0.107,0.552,0.015,0.007,0.5,0.9420289855072465,0.9648093841642228,0.9642857142857144,-0.0005236698785086,4.0,0.1,0.0,0.001,0.472,0.341,0.955,0.376,0.137,0.162,0.936,0.83,0.901,0.158,0.096,0.084,0.974,0.051,0.358,0.107,0.081,0.41,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.035999999999999976
D1007,CART,R2,0.3522388059701492,0.982,0.921774420280292,0.9554952510176392,0.9805970149253732,1.0,0.9979647218453188,0.8892537313432836,0.982089552238806,0.953731343283582,0.69,0.001,0.003,0.477,0.37,0.964,0.454,0.171,0.307,0.951,0.833,0.914,0.186,0.124,0.085,0.974,0.059,0.369,0.112,0.103,0.527,0.015,0.007,0.5,0.9197707736389684,0.9648093841642228,0.9642857142857144,-0.0005236698785086,4.0,0.1,0.0,0.001,0.472,0.341,0.955,0.376,0.137,0.162,0.936,0.83,0.901,0.158,0.096,0.084,0.974,0.051,0.358,0.107,0.081,0.41,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.02899999999999997
D1007,CART,R3,0.3014925373134328,0.981,0.9154209731560148,0.9567164179104478,0.982089552238806,1.0,0.9970149253731344,0.8877611940298507,0.9850746268656716,0.9761194029850746,0.6629999999999999,0.0,0.0,0.471,0.362,0.968,0.397,0.177,0.206,0.919,0.778,0.916,0.164,0.124,0.107,0.978,0.065,0.379,0.125,0.125,0.543,0.015,0.007,0.5,1.0,0.9648093841642228,0.9642857142857144,-0.0005236698785086,4.0,0.1,0.0,0.001,0.472,0.341,0.955,0.376,0.137,0.162,0.936,0.83,0.901,0.158,0.096,0.084,0.974,0.051,0.358,0.107,0.081,0.41,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.020999999999999963
D1007,TVAE,R1,0.5955223880597015,0.963,0.8715138275038585,0.9238805970149254,0.9104477611940298,1.0,1.0,0.7259701492537315,0.7925373134328358,0.946268656716418,0.8590000000000001,0.001,0.003,0.554,0.408,0.973,0.533,0.191,0.415,0.964,0.896,0.919,0.164,0.16,0.122,0.98,0.095,0.4,0.185,0.122,0.684,0.015,0.009,0.6,0.9197707736389684,0.9648093841642228,0.9642857142857144,-0.0005236698785086,4.0,0.1,0.0,0.001,0.472,0.341,0.955,0.376,0.137,0.162,0.936,0.83,0.901,0.158,0.096,0.084,0.974,0.051,0.358,0.107,0.081,0.41,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.06699999999999995
D1007,TVAE,R2,0.6477611940298508,0.961,0.8551964688645575,0.9322930800542742,0.8283582089552238,1.0,1.0,0.5695522388059702,0.753731343283582,0.946268656716418,0.8959999999999999,0.001,0.004,0.621,0.42,0.984,0.538,0.215,0.378,0.966,0.885,0.941,0.17,0.185,0.143,0.98,0.123,0.407,0.24,0.149,0.688,0.015,0.009,0.6,0.9142857142857144,0.9648093841642228,0.9642857142857144,-0.0005236698785086,4.0,0.1,0.0,0.001,0.472,0.341,0.955,0.376,0.137,0.162,0.936,0.83,0.901,0.158,0.096,0.084,0.974,0.051,0.358,0.107,0.081,0.41,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.07899999999999996
D1007,TVAE,R3,0.6477611940298508,0.96,0.8771486813301287,0.9264586160108548,0.8761194029850746,1.0,1.0,0.6152238805970149,0.7731343283582089,0.9447761194029852,0.8809999999999999,0.0,0.0,0.524,0.399,0.969,0.534,0.194,0.235,0.958,0.882,0.92,0.173,0.163,0.116,0.976,0.119,0.393,0.242,0.136,0.625,0.015,0.009,0.6,0.9881305637982196,0.9648093841642228,0.9642857142857144,-0.0005236698785086,4.0,0.1,0.0,0.001,0.472,0.341,0.955,0.376,0.137,0.162,0.936,0.83,0.901,0.158,0.096,0.084,0.974,0.051,0.358,0.107,0.081,0.41,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.057999999999999996
D1008,CART,R1,0.517910447761194,0.985,0.9409914949676818,0.955630936227951,0.9044776119402984,1.0,0.9978290366350068,0.6459701492537314,0.8985074626865671,0.982089552238806,0.8640000000000001,0.001,0.002,0.518,0.397,0.971,0.501,0.209,0.342,0.952,0.863,0.92,0.236,0.148,0.112,0.986,0.092,0.402,0.175,0.133,0.651,0.015,0.007,0.5,0.9420289855072465,0.9252873563218392,0.9526627218934912,0.0273753655716519,4.0,0.2,0.001,0.003,0.466,0.376,0.957,0.491,0.194,0.207,0.943,0.876,0.903,0.206,0.133,0.13,0.987,0.089,0.393,0.181,0.118,0.582,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.02100000000000002
D1008,CART,R2,0.3492537313432836,0.986,0.9296362422820288,0.95753052917232,0.9776119402985076,1.0,0.9975576662143828,0.9005970149253733,0.971641791044776,0.9492537313432836,0.6809999999999999,0.0,0.0,0.584,0.402,0.984,0.527,0.221,0.263,0.963,0.843,0.938,0.242,0.139,0.14,0.981,0.103,0.398,0.204,0.134,0.66,0.015,0.007,0.5,0.9940476190476192,0.9252873563218392,0.9526627218934912,0.0273753655716519,4.0,0.2,0.001,0.003,0.466,0.376,0.957,0.491,0.194,0.207,0.943,0.876,0.903,0.206,0.133,0.13,0.987,0.089,0.393,0.181,0.118,0.582,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.026000000000000023
D1008,CART,R3,0.3462686567164179,0.986,0.9414132566756404,0.9578018995929444,0.9805970149253732,1.0,0.9976933514246948,0.9113432835820896,0.971641791044776,0.9582089552238806,0.693,0.0,0.001,0.513,0.391,0.972,0.479,0.214,0.233,0.927,0.779,0.918,0.238,0.148,0.106,0.988,0.104,0.41,0.199,0.146,0.709,0.015,0.007,0.5,0.95906432748538,0.9252873563218392,0.9526627218934912,0.0273753655716519,4.0,0.2,0.001,0.003,0.466,0.376,0.957,0.491,0.194,0.207,0.943,0.876,0.903,0.206,0.133,0.13,0.987,0.089,0.393,0.181,0.118,0.582,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.015000000000000013
D1008,TVAE,R1,0.5776119402985075,0.965,0.8382791771770058,0.906784260515604,0.8582089552238806,1.0,1.0,0.7050746268656717,0.7746268656716417,0.9298507462686568,0.857,0.001,0.002,0.496,0.429,0.962,0.651,0.274,0.36,0.969,0.904,0.904,0.235,0.206,0.169,0.988,0.128,0.416,0.257,0.154,0.739,0.015,0.009,0.6,0.9364161849710982,0.9252873563218392,0.9526627218934912,0.0273753655716519,4.0,0.2,0.001,0.003,0.466,0.376,0.957,0.491,0.194,0.207,0.943,0.876,0.903,0.206,0.133,0.13,0.987,0.089,0.393,0.181,0.118,0.582,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.05299999999999999
D1008,TVAE,R2,0.6283582089552239,0.968,0.8315082724793538,0.9080054274084124,0.8835820895522388,1.0,1.0,0.6310447761194031,0.7432835820895523,0.9313432835820896,0.862,0.0,0.0,0.514,0.414,0.968,0.634,0.24,0.202,0.966,0.885,0.92,0.212,0.182,0.145,0.988,0.12,0.409,0.233,0.14,0.718,0.015,0.009,0.6,0.9881305637982196,0.9252873563218392,0.9526627218934912,0.0273753655716519,4.0,0.2,0.001,0.003,0.466,0.376,0.957,0.491,0.194,0.207,0.943,0.876,0.903,0.206,0.133,0.13,0.987,0.089,0.393,0.181,0.118,0.582,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.03799999999999998
D1008,TVAE,R3,0.6447761194029851,0.964,0.8591263684065347,0.9097693351424692,0.8626865671641791,1.0,1.0,0.6014925373134329,0.7746268656716417,0.9447761194029852,0.897,0.002,0.005,0.55,0.43,0.973,0.639,0.259,0.409,0.975,0.9,0.914,0.195,0.181,0.148,0.989,0.127,0.412,0.24,0.169,0.745,0.015,0.009,0.6,0.9088319088319088,0.9252873563218392,0.9526627218934912,0.0273753655716519,4.0,0.2,0.001,0.003,0.466,0.376,0.957,0.491,0.194,0.207,0.943,0.876,0.903,0.206,0.133,0.13,0.987,0.089,0.393,0.181,0.118,0.582,0.015,0.006,0.4,2.0,2.0,10.0,4.0,2.0,0.0,1000.0,1234.0,medium-low,0.05399999999999999
D1009,CART,R1,0.2074626865671641,0.981,0.8778946768438944,0.9445628997867804,0.8925373134328358,1.0,0.9941009239516704,0.6185074626865672,0.953731343283582,0.9671641791044776,0.367,0.0,0.0,0.751,0.205,0.997,0.04,0.01,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.534,0.001,0.262,0.0,0.0,0.072,0.03,0.024,0.8,0.9881305637982196,0.95906432748538,0.9186046511627908,-0.0404596763225894,4.0,0.0,0.0,0.001,0.786,0.201,0.988,0.016,0.006,0.0,0.0,0.0,0.926,0.0,0.0,0.0,0.504,0.001,0.275,0.0,0.0,0.069,0.03,0.024,0.8,2.0,1.0,20.0,2.0,2.0,0.0,1000.0,1234.0,low,0.003999999999999976
